,belongs_to_collection,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genres,original_language,revenue,title,vote_average,vote_count
5099,,Drama,Mystery,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Ask Me Anything,5.5,158.0
5100,,Romance,Animation,Fantasy,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",ja,0.0,Hotarubi no Mori e,8.0,105.0
5101,,Comedy,Drama,Family,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,133821816.0,Annie,6.0,472.0
5102,,Comedy,Drama,Science Fiction,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",hi,120000000.0,PK,7.7,262.0
5103,,Science Fiction,Comedy,Drama,Romance,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,Comet,6.8,150.0
5104,,Comedy,Adventure,Science Fiction,Fantasy,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",it,0.0,The Invisible Boy,6.0,170.0
5105,,Crime,Action,Science Fiction,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,104399548.0,Chappie,6.6,3124.0
5106,,Animation,Family,,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,0.0,Toy Story That Time Forgot,6.8,249.0
5107,,Documentary,,,,,,,"[{'id': 99, 'name': 'Documentary'}]",fr,1059804.0,The Salt of the Earth,8.1,146.0
5108,"{'id': 135483, 'name': 'Taken Collection', 'poster_path': '/4PNFiSaJWvWhkdOw0KF9Vf7v3gC.jpg', 'backdrop_path': '/hO1R1TI429PjkOjby4dTPBrWFwn.jpg'}",Thriller,Action,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,325771424.0,Taken 3,6.1,2225.0
5109,,Crime,Drama,Mystery,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,17752940.0,Blackhat,5.1,842.0
5110,,Action,Crime,Drama,Thriller,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Son of a Gun,6.1,284.0
5111,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",Science Fiction,Action,Thriller,Adventure,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",en,440603537.0,Terminator Genisys,5.8,3677.0
5112,"{'id': 315560, 'name': 'The Woman in Black Collection', 'poster_path': '/aWMxfo5LEWkL5o4xpQcLVsbcmNp.jpg', 'backdrop_path': '/pw8JrqNceLQ82KWZpHg5VghWTqn.jpg'}",Thriller,Horror,Drama,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",en,26501323.0,The Woman in Black 2: Angel of Death,5.0,389.0
5113,,Fantasy,Mystery,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",xx,0.0,Doodlebug,6.6,105.0
5114,"{'id': 100693, 'name': '101 Dalmatians (Animated) Collection', 'poster_path': '/cn2TfGiLL4yLJqyNCBSppUdF51W.jpg', 'backdrop_path': '/rcnZbAGQsb3Hp0qPgnRalTyMJlQ.jpg'}",Animation,Family,,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,0.0,101 Dalmatians II: Patch's London Adventure,5.7,231.0
5115,,Documentary,Music,Family,,,,,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",en,98441954.0,Justin Bieber: Never Say Never,4.8,156.0
5116,"{'id': 43220, 'name': 'National Lampoon��셲 Van Wilder Collection', 'poster_path': '/9O9Dtdetrc7shP2CUr5jQqbIexC.jpg', 'backdrop_path': '/afX0zjd1fFYNXrndzD9jd7gHvi3.jpg'}",Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Van Wilder: Freshman Year,5.2,122.0
5117,,Animation,Action,Adventure,Family,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,0.0,Tarzan,5.5,223.0
5118,"{'id': 206559, 'name': 'StreetDance Collection', 'poster_path': '/d0xdu3kaMbQ8FnJkfWI2tfpMATC.jpg', 'backdrop_path': '/mkqD8O0CJxaZf6V0ps2DyZee4HP.jpg'}",Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,StreetDance 2,5.3,110.0
5119,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,The Hungover Games,4.3,148.0
5120,,Horror,Thriller,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,10000000.0,Nurse 3-D,4.9,120.0
5121,"{'id': 52985, 'name': 'Wrong Turn Collection', 'poster_path': '/dtfQY5ZxvdHNG4HqNDy0ifwk1q6.jpg', 'backdrop_path': '/32IsLLCoj3mIkZbLfCKSXZVqd3k.jpg'}",Horror,Thriller,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Wrong Turn 5: Bloodlines,4.7,225.0
5122,,Animation,Comedy,Adventure,Family,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",es,23000000.0,"Tad, the Lost Explorer",5.6,136.0
5123,,Horror,Thriller,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,14674076.0,It Follows,6.6,1894.0
5124,,Thriller,Action,Science Fiction,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,The Anomaly,4.8,145.0
5125,,Thriller,Horror,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,0.0,The Town that Dreaded Sundown,5.7,167.0
5126,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Picture This,5.4,109.0
5127,"{'id': 141649, 'name': 'Three Steps Above Heaven Collection', 'poster_path': '/5rtIbSNgBi0DQRo6UcMhcdYoOWQ.jpg', 'backdrop_path': '/v0j8pUKeYvlzyQeRVp1bhX0tomm.jpg'}",Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",es,0.0,I Want You,6.6,317.0
5128,"{'id': 8945, 'name': 'Mad Max Collection', 'poster_path': '/jZowUf4okNYuSlgj5iURE7CDMho.jpg', 'backdrop_path': '/zI0q2ENcQOLECbe0gAEGlncVh2j.jpg'}",Action,Adventure,Science Fiction,Thriller,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,378858340.0,Mad Max: Fury Road,7.3,9629.0
5129,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}",Drama,Horror,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,104303851.0,Insidious: Chapter 3,6.3,1005.0
5130,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",Action,Adventure,Science Fiction,Fantasy,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",en,2068223624.0,Star Wars: The Force Awakens,7.5,7993.0
5131,,Adventure,Drama,Action,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",en,94061311.0,Ben-Hur,5.3,642.0
5132,,Action,Adventure,Fantasy,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,433677183.0,Warcraft,6.3,2325.0
5133,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",Action,Adventure,Science Fiction,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,1405403694.0,Avengers: Age of Ultron,7.3,6908.0
5134,"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",Adventure,Action,Fantasy,Comedy,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",en,794191988.0,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,2814.0
5135,"{'id': 422834, 'name': 'Ant-Man Collection', 'poster_path': '/lEdpEJWJdtVLgmpPkXSTd2xczmY.jpg', 'backdrop_path': '/2KjtWUBiksmN8LsUouaZnxocu5N.jpg'}",Science Fiction,Action,Adventure,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,519311965.0,Ant-Man,7.0,6029.0
5136,,Action,Adventure,Science Fiction,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,167977596.0,Fantastic Four,4.4,2322.0
5137,"{'id': 448150, 'name': 'Deadpool Collection', 'poster_path': '/30c5jO7YEXuF8KiWXLg9m28GWDA.jpg', 'backdrop_path': '/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg'}",Action,Adventure,Comedy,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,783112979.0,Deadpool,7.4,11444.0
5138,"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",Action,Adventure,Comedy,Science Fiction,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,863416141.0,Guardians of the Galaxy Vol. 2,7.6,4858.0
5139,"{'id': 131295, 'name': 'Captain America Collection', 'poster_path': '/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', 'backdrop_path': '/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg'}",Adventure,Action,Science Fiction,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,1153304495.0,Captain America: Civil War,7.1,7462.0
5140,,Action,Adventure,Fantasy,Science Fiction,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,677718395.0,Doctor Strange,7.1,5880.0
5141,"{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}",Science Fiction,,,,,,,"[{'id': 878, 'name': 'Science Fiction'}]",en,543934787.0,X-Men: Apocalypse,6.4,4831.0
5142,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Clear History,6.2,122.0
5143,,Comedy,Romance,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",fr,23598.0,Love at First Fight,6.3,153.0
5144,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,2360281.0,Cake,6.2,371.0
5145,,Thriller,Crime,Drama,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,39171130.0,The Gambler,5.7,550.0
5146,"{'id': 256287, 'name': 'Justice League (Animated) Collection', 'poster_path': '/ot4XTk6kXtWykmeFMMBoEgBn3Kp.jpg', 'backdrop_path': '/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg'}",Science Fiction,Action,Animation,Adventure,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",en,0.0,Justice League: Throne of Atlantis,6.5,222.0
5147,,Comedy,Adventure,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,30418560.0,Mortdecai,5.4,1078.0
5148,"{'id': 344830, 'name': 'Fifty Shades Collection', 'poster_path': '/oJrMaAhQlV5K9QFhulFehTn7JVn.jpg', 'backdrop_path': '/fUHFCnqGHozSiEF8yT7dhE1OKnY.jpg'}",Drama,Romance,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,571006128.0,Fifty Shades of Grey,5.2,3350.0
5149,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Expelled,6.2,187.0
5150,,Action,,,,,,,"[{'id': 28, 'name': 'Action'}]",en,0.0,American Heist,4.3,160.0
5151,,Action,Adventure,Drama,History,War,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,0.0,The Pacific,7.9,318.0
5152,,Music,Animation,Family,Fantasy,,,,"[{'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,13603453.0,Strange Magic,6.2,105.0
5153,,Romance,Comedy,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,43528634.0,The DUFF,6.8,1372.0
5154,,Thriller,Action,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,0.0,Everly,5.2,231.0
5155,,Drama,Comedy,Romance,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,The Little Death,6.5,167.0
5156,"{'id': 100970, 'name': 'The Fox and the Hound Collection', 'poster_path': '/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg', 'backdrop_path': '/fEix7vMN09DUvt7nHh9qFwN9Op9.jpg'}",Adventure,Animation,Comedy,Family,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,0.0,The Fox and the Hound 2,5.6,115.0
5157,"{'id': 479549, 'name': 'Jos챕phine - Saga', 'poster_path': '/yxp6kDbIAbDzyoUkAONISnc2Zfj.jpg', 'backdrop_path': '/29ETFnPUNcsH9r7MflZ3Op0APJi.jpg'}",Romance,Comedy,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",fr,0.0,Josephine,6.0,109.0
5158,"{'id': 103001, 'name': 'Fantomas Collection', 'poster_path': '/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg', 'backdrop_path': '/3WpCsnVPmlvVVTeMxDTQT4XGtog.jpg'}",Comedy,Crime,Adventure,Fantasy,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",fr,0.0,Fantomas,6.8,125.0
5159,,Animation,Thriller,Drama,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",pl,0.0,@Suicide Room,7.7,113.0
5160,,Science Fiction,Thriller,,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,32248241.0,Project Almanac,6.4,953.0
5161,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,62076141.0,Brooklyn,7.2,1235.0
5162,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,3002884.0,The End of the Tour,7.3,210.0
5163,,Drama,History,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,0.0,Experimenter,6.8,166.0
5164,,Thriller,Drama,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,0.0,Lila & Eve,5.4,107.0
5165,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,130541.0,Mississippi Grind,5.9,137.0
5166,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,2500431.0,Mistress America,6.4,200.0
5167,,Adventure,Comedy,Drama,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,35991087.0,A Walk in the Woods,5.7,266.0
5168,,Crime,Drama,Mystery,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,4719695.0,True Story,6.2,536.0
5169,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,3214116.0,Sleeping with Other People,6.2,309.0
5170,,Music,Documentary,,,,,,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",en,0.0,Cobain: Montage of Heck,7.5,284.0
5171,,Documentary,,,,,,,"[{'id': 99, 'name': 'Documentary'}]",en,0.0,Going Clear: Scientology and the Prison of Belief,7.7,306.0
5172,,Documentary,Music,,,,,,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",en,0.0,"What Happened, Miss Simone?",7.7,111.0
5173,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,1411927.0,99 Homes,6.8,240.0
5174,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",fr,60765.0,Girlhood,6.5,111.0
5175,,Drama,Comedy,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,615816.0,The Bronze,5.5,112.0
5176,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1477002.0,The Diary of a Teenage Girl,6.8,286.0
5177,,Crime,Drama,Comedy,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,17986781.0,Dope,7.2,698.0
5178,,Comedy,Drama,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,0.0,Me and Earl and the Dying Girl,7.7,962.0
5179,,Mystery,Comedy,,,,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",en,1100000.0,The Overnight,6.1,131.0
5180,,Thriller,Drama,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,643557.0,The Stanford Prison Experiment,6.8,254.0
5181,,Drama,Science Fiction,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,121461.0,Z for Zachariah,5.6,278.0
5182,"{'id': 356437, 'name': 'Living Trilogy', 'poster_path': None, 'backdrop_path': None}",Drama,Comedy,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",sv,0.0,A Pigeon Sat on a Branch Reflecting on Existence,6.6,107.0
5183,,Thriller,,,,,,,"[{'id': 53, 'name': 'Thriller'}]",en,10076790.0,The Loft,6.4,500.0
5184,"{'id': 74508, 'name': '[REC] Collection', 'poster_path': '/jTA37dMZVUFej20EoM5SomKtnYi.jpg', 'backdrop_path': '/rDzuccVBZSyNVQ26hTRT0DvneVA.jpg'}",Thriller,Horror,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",es,190000.0,[REC]�겢 Apocalypse,5.2,269.0
5185,,Thriller,Science Fiction,Action,Adventure,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,0.0,Vice,4.1,245.0
5186,"{'id': 279244, 'name': 'Family Guy Presents Collection', 'poster_path': '/pijDBPc3OiPwshTCt3UQFIVjpE4.jpg', 'backdrop_path': '/yBdZwUkjifWP8rY1AI9bvFZWpjs.jpg'}",Animation,,,,,,,"[{'id': 16, 'name': 'Animation'}]",en,0.0,Family Guy Presents: Blue Harvest,7.2,117.0
5187,,Fantasy,Thriller,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",en,45431.0,Lost River,5.8,228.0
5188,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",it,4541800.0,Italiano medio,6.0,142.0
5189,,Crime,Drama,Mystery,Western,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",en,155760117.0,The Hateful Eight,7.6,4405.0
5190,,Thriller,Crime,Drama,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.0,Wild Card,5.4,665.0
5191,,Drama,Mystery,Romance,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,85512300.0,Paper Towns,6.1,1997.0
5192,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,79799880.0,The Wedding Ringer,6.5,632.0
5193,,Horror,,,,,,,"[{'id': 27, 'name': 'Horror'}]",en,0.0,Wyrmwood: Road Of The Dead,6.3,173.0
5194,,Thriller,,,,,,,"[{'id': 53, 'name': 'Thriller'}]",en,52425855.0,The Boy Next Door,4.1,1034.0
5195,,Romance,Drama,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,566006.0,Knight of Cups,5.7,198.0
5196,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,4250507.0,45 Years,6.3,259.0
5197,,Drama,Romance,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",de,3191998.0,Victoria,7.9,388.0
5198,,Drama,Comedy,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,0.0,Home Sweet Hell,5.0,187.0
5199,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",fr,1076075.0,Timbuktu,6.9,152.0
5200,,Western,Drama,,,,,,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",de,0.0,The Dark Valley,7.1,113.0
5201,,Comedy,Drama,Music,Romance,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,The Last Five Years,5.5,145.0
5202,,Mystery,Thriller,Fantasy,Horror,Drama,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",en,74679822.0,Crimson Peak,6.4,1494.0
5203,"{'id': 72119, 'name': 'Honey, I Shrunk the Kids Collection', 'poster_path': '/xxIwqQARS0RZu5cIENahqZSRw2a.jpg', 'backdrop_path': '/sfT3NqSnjEDY1449qBgQRWOIcaq.jpg'}",Adventure,Comedy,Family,Science Fiction,Action,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,0.0,"Honey, We Shrunk Ourselves",5.1,142.0
5204,"{'id': 97461, 'name': 'Lilo & Stitch Collection', 'poster_path': '/bstyyXaLinnYwoyvo5HaDceJN07.jpg', 'backdrop_path': '/oKfkaJLqc1cRURbq8DG2D6TOeAX.jpg'}",Animation,Comedy,Family,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,0.0,Stitch! The Movie,6.2,112.0
5205,"{'id': 313576, 'name': 'Hot Tub Time Machine Collection', 'poster_path': '/iEhb00TGPucF0b4joM1ieyY026U.jpg', 'backdrop_path': '/noeTVcgpBiD48fDjFVic1Vz7ope.jpg'}",Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,12314651.0,Hot Tub Time Machine 2,5.0,360.0
5206,,Adventure,,,,,,,"[{'id': 12, 'name': 'Adventure'}]",en,0.0,Northmen: A Viking Saga,5.3,127.0
5207,,Romance,Comedy,Crime,Drama,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,153962963.0,Focus,6.7,2588.0
5208,"{'id': 275402, 'name': 'SpongeBob Collection', 'poster_path': '/zv4VJSaq39RNAshQOHtUANdZmAG.jpg', 'backdrop_path': '/uDbMvHRX0LMUxmsMyOOrPeLYHO5.jpg'}",Animation,Adventure,Comedy,Family,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,311594032.0,The SpongeBob Movie: Sponge Out of Water,5.7,733.0
5209,,Thriller,Horror,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,3387000.0,Demonic,5.0,153.0
5210,,Science Fiction,Action,Fantasy,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,0.0,Marvel One-Shot: Item 47,6.6,114.0
