,title,id,revenue,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
2434,The Vow,72570,196114570.0,7.0,1328.0,Drama,Romance,,,,,
2435,"For a Good Time, Call...",84200,1243961.0,5.8,111.0,Comedy,,,,,,
2436,Journey 2: The Mysterious Island,72545,355692760.0,5.8,1050.0,Adventure,Action,Science Fiction,,,,
2437,Kokowaah,53174,43000000.0,6.4,103.0,Comedy,,,,,,
2438,Project X,57214,100000000.0,6.5,1624.0,Comedy,Crime,,,,,
2439,The Lorax,73723,348840316.0,6.3,1048.0,Animation,Family,,,,,
2440,The Big Year,73937,7448385.0,5.6,252.0,Comedy,,,,,,
2441,Act of Valor,75674,81272766.0,6.3,420.0,Action,Thriller,War,,,,
2442,This Means War,59962,156974557.0,5.9,1411.0,Action,Comedy,Romance,,,,
2443,John Carter,49529,284139100.0,6.1,2170.0,Action,Adventure,Science Fiction,,,,
2444,The Awakening,77949,209696.0,6.3,470.0,Horror,Thriller,,,,,
2445,The Ledge,63493,610986.0,5.9,103.0,Drama,Thriller,,,,,
2446,21 Jump Street,64688,201585328.0,6.7,4151.0,Action,Comedy,Crime,,,,
2447,"Jeff, Who Lives at Home",82532,4417580.0,6.1,220.0,Drama,Comedy,,,,,
2448,Lockout,81796,32204030.0,5.8,722.0,Action,Thriller,Science Fiction,,,,
2449,A Lonely Place to Die,81390,25345000.0,6.2,160.0,Adventure,Action,Thriller,Crime,,,
2450,Salmon Fishing in the Yemen,81025,34564651.0,6.3,325.0,Drama,,,,,,
2451,Iron Sky,10679,8135031.0,5.6,563.0,Action,Comedy,Science Fiction,,,,
2452,American Reunion,71552,234989584.0,6.1,1641.0,Comedy,,,,,,
2453,The Raid,94329,4105187.0,7.3,1076.0,Action,Thriller,Crime,,,,
2454,The Cabin in the Woods,22970,66486080.0,6.6,2314.0,Horror,Thriller,,,,,
2455,The Raven,70436,29657751.0,6.1,432.0,Crime,Thriller,Mystery,,,,
2456,The Best Exotic Marigold Hotel,74534,136836156.0,6.9,468.0,Drama,Comedy,,,,,
2457,The Five-Year Engagement,72207,53909751.0,5.7,466.0,Comedy,,,,,,
2458,Think Like a Man,67660,96070507.0,6.9,287.0,Comedy,Romance,,,,,
2459,The Lucky One,77877,99357138.0,6.8,981.0,Drama,Romance,,,,,
2460,Safe,72387,40346186.0,6.3,808.0,Action,Crime,Thriller,,,,
2461,Dark Shadows,62213,245527149.0,5.7,2383.0,Comedy,Fantasy,,,,,
2462,The Dictator,76493,179379533.0,5.9,1789.0,Comedy,,,,,,
2463,Men in Black 3,41154,624026776.0,6.3,4228.0,Action,Comedy,Science Fiction,,,,
2464,Snow White and the Huntsman,58595,396600000.0,5.8,3183.0,Adventure,Fantasy,Drama,,,,
2465,The Pirates! In an Adventure with Scientists!,72197,118338361.0,6.4,379.0,Animation,Adventure,Family,Comedy,,,
2466,Prometheus,70981,403170142.0,6.3,5152.0,Science Fiction,Adventure,Mystery,,,,
2467,Bernie,92591,9206470.0,6.5,325.0,Comedy,Crime,Drama,,,,
2468,Moonrise Kingdom,83666,68263166.0,7.6,1701.0,Comedy,Drama,Romance,,,,
2469,A Few Best Men,85435,29007412.0,5.9,137.0,Comedy,,,,,,
2470,A Thousand Words,72358,22044277.0,6.0,381.0,Drama,Comedy,,,,,
2471,Safety Not Guaranteed,84332,4007792.0,6.8,562.0,Comedy,Romance,Science Fiction,Drama,,,
2472,Madagascar 3: Europe's Most Wanted,80321,746921274.0,6.4,1857.0,Animation,Family,,,,,
2473,Your Sister's Sister,84355,3200000.0,6.5,140.0,Drama,Comedy,,,,,
2474,Brave,62177,538983207.0,6.7,4760.0,Animation,Adventure,Comedy,Family,Action,Fantasy,
2475,What to Expect When You're Expecting,76494,79700000.0,5.8,611.0,Romance,Comedy,Drama,,,,
2476,To Rome with Love,81836,73244881.0,5.6,564.0,Romance,Comedy,,,,,
2477,Rock of Ages,80585,59418613.0,6.0,392.0,Comedy,Drama,Music,Romance,,,
2478,Seeking a Friend for the End of the World,88005,9636289.0,6.3,713.0,Comedy,Drama,Romance,Science Fiction,,,
2479,Ted,72105,549368315.0,6.3,4811.0,Comedy,Fantasy,,,,,
2480,Magic Mike,77930,167221571.0,6.1,1062.0,Drama,Comedy,,,,,
2481,The Amazing Spider-Man,1930,752215857.0,6.5,6734.0,Action,Adventure,Fantasy,,,,
2482,Ice Age: Continental Drift,57800,877244782.0,6.2,2731.0,Animation,Comedy,Adventure,Family,,,
2483,Beasts of the Southern Wild,84175,21107746.0,6.8,411.0,Drama,Fantasy,,,,,
2484,People Like Us,98548,12434778.0,6.6,206.0,Drama,,,,,,
2485,Savages,82525,82966152.0,6.2,784.0,Crime,Drama,Thriller,,,,
2486,Killer Joe,73567,3665069.0,6.4,433.0,Crime,Drama,Thriller,,,,
2487,Total Recall,64635,198802074.0,5.8,2540.0,Action,Science Fiction,Adventure,Thriller,,,
2488,Skyfall,37724,1108561013.0,6.9,7718.0,Action,Adventure,Thriller,,,,
2489,Hope Springs,82696,114281051.0,5.8,287.0,Drama,Comedy,Romance,,,,
2490,ParaNorman,77174,107139399.0,6.7,808.0,Family,Animation,Adventure,Comedy,,,
2491,Diary of a Wimpy Kid: Dog Days,82650,77112176.0,6.0,229.0,Comedy,Family,,,,,
2492,Premium Rush,49526,31083599.0,6.2,848.0,Crime,Action,Thriller,,,,
2493,Lawless,82633,53676580.0,6.8,1055.0,Crime,Drama,,,,,
2494,The Possession,77883,85446075.0,5.8,509.0,Horror,Thriller,,,,,
2495,Little White Lies,48034,48531470.0,7.1,396.0,Comedy,Drama,,,,,
2496,The Words,83686,13231461.0,6.4,384.0,Drama,Thriller,,,,,
2497,Pitch Perfect,114150,115350426.0,7.3,2310.0,Comedy,Music,Romance,,,,
2498,Looper,59967,47042000.0,6.6,4777.0,Action,Thriller,Science Fiction,,,,
2499,Robot & Frank,84329,3325038.0,6.8,454.0,Science Fiction,Comedy,Drama,Crime,,,
2500,Resident Evil: Retribution,71679,240159255.0,5.6,1618.0,Action,Horror,Science Fiction,,,,
2501,The Master,68722,28258060.0,7.0,720.0,Drama,,,,,,
2502,Dredd,49049,41037742.0,6.6,1971.0,Action,Science Fiction,,,,,
2503,Arbitrage,60599,35485056.0,6.1,300.0,Drama,Thriller,,,,,
2504,End of Watch,77016,48126384.0,7.2,1186.0,Crime,Drama,Thriller,,,,
2505,The Perks of Being a Wallflower,84892,33400000.0,7.7,3056.0,Drama,Romance,,,,,
2506,The Hunt,103663,16800000.0,7.9,946.0,Drama,,,,,,
2507,Red Lights,75638,13551174.0,6.0,381.0,Thriller,,,,,,
2508,Taken 2,82675,376141306.0,6.1,2783.0,Action,Crime,Thriller,,,,
2509,A Royal Affair,88273,7594693.0,7.2,244.0,Drama,History,Romance,,,,
2510,House at the End of the Street,82505,44287131.0,5.6,566.0,Horror,Thriller,,,,,
2511,Laurence Anyways,110160,12250.0,7.7,190.0,Drama,Romance,,,,,
2512,Rust and Bone,97365,25762027.0,7.1,438.0,Drama,Romance,,,,,
2513,Frankenweenie,62214,35287788.0,6.6,951.0,Animation,Comedy,Family,,,,
2514,Sinister,82507,77712439.0,6.8,1611.0,Horror,Thriller,Mystery,,,,
2515,Hotel Transylvania,76492,358375603.0,6.8,2622.0,Animation,Comedy,Family,Fantasy,,,
2516,Argo,68734,232324128.0,7.1,3473.0,Drama,Thriller,,,,,
2517,Seven Psychopaths,86838,19422261.0,6.7,1224.0,Comedy,Crime,,,,,
2518,Cloud Atlas,83542,130482868.0,6.6,3031.0,Drama,Science Fiction,,,,,
2519,Killing Them Softly,64689,37930465.0,5.8,751.0,Crime,Thriller,,,,,
2520,The Sessions,113947,9138338.0,6.6,183.0,Drama,Romance,Comedy,,,,
2521,Wreck-It Ralph,82690,471222889.0,7.1,4656.0,Family,Animation,Comedy,Adventure,,,
2522,Silver Linings Playbook,82693,205738714.0,7.0,4840.0,Drama,Comedy,Romance,,,,
2523,Flight,87502,161772375.0,6.5,2449.0,Drama,,,,,,
2524,Life of Pi,87827,609016565.0,7.2,5912.0,Adventure,Drama,Action,,,,
2525,Amour,86837,29844753.0,7.5,413.0,Drama,Romance,,,,,
2526,Lincoln,72976,275293450.0,6.7,1456.0,History,Drama,,,,,
2527,The Twilight Saga: Breaking Dawn - Part 2,50620,829000000.0,6.1,2641.0,Adventure,Fantasy,Drama,Romance,,,
2528,Rise of the Guardians,81188,306941670.0,7.1,1981.0,Fantasy,Animation,Family,,,,
2529,Deadfall,97614,66351.0,5.6,228.0,Crime,Drama,Thriller,,,,
2530,Byzantium,102780,89237.0,6.1,300.0,Drama,Fantasy,Thriller,,,,
2531,Step Up Revolution,85446,140470746.0,6.7,679.0,Music,Drama,Romance,,,,
2532,The Hobbit: An Unexpected Journey,49051,1021103568.0,7.0,8427.0,Adventure,Fantasy,Action,,,,
2533,Zero Dark Thirty,97630,132820716.0,6.7,1723.0,Thriller,Drama,History,,,,
2534,Fire with Fire,139567,4636169.0,5.6,223.0,Action,Crime,Drama,Thriller,,,
2535,Warm Bodies,82654,116980662.0,6.4,2698.0,Horror,Comedy,Romance,,,,
2536,Jack Reacher,75780,218340595.0,6.3,3046.0,Crime,Drama,Thriller,,,,
2537,Django Unchained,68718,425368238.0,7.8,10297.0,Drama,Western,,,,,
2538,This Is 40,89492,88058786.0,5.6,909.0,Comedy,,,,,,
2539,The Impossible,80278,180274123.0,7.0,2071.0,Thriller,Drama,,,,,
2540,Les Mis梨븈ables,82695,441809770.0,7.2,1925.0,Drama,Music,Romance,,,,
2541,Quartet,121826,59520298.0,6.4,141.0,Drama,Comedy,Romance,,,,
2542,Parental Guidance,88042,119772232.0,5.8,212.0,Comedy,,,,,,
2543,Promised Land,133694,8138788.0,6.0,246.0,Drama,,,,,,
2544,The Sweeney,116613,6294161.0,5.7,110.0,Action,Drama,Crime,,,,
2545,Gangster Squad,82682,105200903.0,6.2,1805.0,Crime,Drama,Action,Thriller,,,
2546,The Iceman,68812,1969193.0,6.4,368.0,Thriller,Crime,Drama,,,,
2547,Mama,132232,146497771.0,6.0,1452.0,Horror,,,,,,
2548,Upstream Color,145197,444098.0,6.5,277.0,Drama,Science Fiction,,,,,
2549,Broken City,98357,19701164.0,5.7,601.0,Thriller,Crime,Drama,,,,
2550,Parker,119283,46216641.0,5.7,1467.0,Action,Crime,,,,,
2551,Hansel & Gretel: Witch Hunters,60304,224803475.0,5.7,3290.0,Fantasy,Horror,Action,,,,
2552,The East,87499,2401510.0,6.5,308.0,Drama,Thriller,,,,,
2553,Upside Down,58244,8106475.0,6.2,1094.0,Romance,Science Fiction,Drama,Fantasy,,,
2554,Side Effects,109421,63372757.0,6.4,1340.0,Thriller,Crime,Drama,,,,
2555,Identity Thief,109431,173965010.0,5.6,1667.0,Comedy,Crime,,,,,
2556,Beautiful Creatures,109491,60052138.0,5.6,1017.0,Fantasy,Drama,Romance,,,,
2557,21 & Over,107811,48065672.0,5.7,748.0,Comedy,,,,,,
2558,Safe Haven,112949,97594140.0,6.9,840.0,Romance,,,,,,
2559,The Act of Killing,123678,444575.0,7.5,213.0,Documentary,,,,,,
2560,Escape from Planet Earth,68179,74597643.0,5.7,337.0,Animation,Comedy,Adventure,Family,Science Fiction,,
2561,Before Midnight,132344,11176469.0,7.3,583.0,Romance,Drama,,,,,
2562,Snitch,134411,42930462.0,5.8,1155.0,Thriller,Drama,,,,,
2563,Dark Skies,145135,25174316.0,6.1,668.0,Science Fiction,Thriller,Horror,,,,
2564,A Coffee in Berlin,130739,2750275.0,7.0,113.0,Comedy,Drama,,,,,
2565,Stoker,86825,12077441.0,6.5,895.0,Drama,Horror,Thriller,,,,
2566,Oz: The Great and Powerful,68728,491868548.0,5.7,3576.0,Fantasy,Adventure,Family,,,,
2567,The Croods,49519,585178928.0,6.8,2447.0,Adventure,Animation,Comedy,Family,Fantasy,,
2568,I'm So Excited!,144789,11724119.0,5.8,219.0,Comedy,,,,,,
2569,The Call,158011,68572378.0,6.6,1275.0,Crime,Thriller,,,,,
2570,Olympus Has Fallen,117263,161025640.0,6.2,3010.0,Action,Thriller,,,,,
2571,The Place Beyond the Pines,97367,35485608.0,6.8,1689.0,Drama,Crime,,,,,
2572,The Host,72710,63327201.0,6.0,1859.0,Action,Adventure,Romance,Science Fiction,Thriller,,
2573,Evil Dead,109428,97542952.0,6.4,1754.0,Horror,,,,,,
2574,Trance,68727,24261569.0,6.5,975.0,Thriller,Crime,Drama,Mystery,,,
2575,Welcome to the Punch,93828,9747.0,5.7,284.0,Action,Adventure,Crime,,,,
2576,Oblivion,75612,286168572.0,6.4,4862.0,Action,Science Fiction,Adventure,Mystery,,,
2577,42,109410,95020213.0,6.8,795.0,Drama,,,,,,
2578,Disconnect,127517,3428048.0,6.9,459.0,Drama,Thriller,,,,,
2579,Pain & Gain,134374,86175291.0,6.1,1595.0,Thriller,Crime,Action,,,,
2580,The Grandmaster,44865,64076736.0,6.3,280.0,Action,Drama,History,,,,
2581,This Is the End,109414,126041322.0,6.2,2394.0,Action,Comedy,,,,,
2582,Iron Man 3,68721,1215439994.0,6.8,8951.0,Action,Adventure,Science Fiction,,,,
2583,Mud,103731,21587700.0,7.0,1080.0,Drama,,,,,,
2584,The Great Gatsby,64682,351040419.0,7.3,3885.0,Drama,Romance,,,,,
2585,Star Trek Into Darkness,54138,467365246.0,7.4,4479.0,Action,Adventure,Science Fiction,,,,
2586,The Internship,116741,44000000.0,6.1,1691.0,Comedy,,,,,,
2587,Only God Forgives,77987,10337387.0,5.6,886.0,Drama,Thriller,Crime,,,,
2588,The Hangover Part III,109439,362000072.0,6.0,2991.0,Comedy,,,,,,
2589,Fast & Furious 6,82992,788679850.0,6.7,5282.0,Action,Thriller,Crime,,,,
2590,Epic,116711,268426634.0,6.4,1143.0,Animation,Adventure,Family,Fantasy,,,
2591,The Past,152780,10631747.0,7.1,161.0,Drama,Mystery,,,,,
2592,Behind the Candelabra,119675,15600000.0,6.6,307.0,Drama,Romance,,,,,
2593,Now You See Me,75656,117698894.0,7.3,5635.0,Thriller,Crime,,,,,
2594,Lovelace,77805,1585582.0,6.0,234.0,Drama,,,,,,
2595,Special Forces,74513,10759.0,6.4,132.0,Action,Drama,War,,,,
2596,The Way Way Back,147773,23198652.0,7.1,695.0,Comedy,Drama,,,,,
2597,Man of Steel,49521,662845518.0,6.5,6462.0,Action,Adventure,Fantasy,Science Fiction,,,
2598,The Big Wedding,87567,21819348.0,5.7,421.0,Comedy,,,,,,
2599,The Purge,158015,89328627.0,6.0,2498.0,Science Fiction,Horror,Thriller,,,,
2600,Monsters University,62211,743559607.0,7.0,3622.0,Animation,Family,,,,,
2601,Maniac,103620,31081.0,5.9,322.0,Horror,,,,,,
2602,Pacific Rim,68726,407602906.0,6.7,4903.0,Action,Science Fiction,Adventure,,,,
2603,The Best Offer,152742,19255873.0,7.7,719.0,Drama,Romance,Crime,Mystery,,,
2604,World War Z,72190,531865000.0,6.7,5683.0,Action,Drama,Horror,Science Fiction,Thriller,,
2605,Elysium,68724,286140700.0,6.4,3510.0,Science Fiction,Action,Drama,Thriller,,,
2606,What Maisie Knew,127373,1066471.0,7.4,149.0,Drama,,,,,,
2607,Despicable Me 2,93456,970761885.0,7.0,4729.0,Animation,Comedy,Family,,,,
2608,White House Down,117251,205366737.0,6.3,1910.0,Action,Drama,Thriller,,,,
2609,The World's End,107985,46089287.0,6.7,1820.0,Comedy,Action,Science Fiction,,,,
2610,Hummingbird,136418,8352885.0,5.9,587.0,Action,Thriller,,,,,
2611,The Heat,136795,158674180.0,6.5,1595.0,Action,Comedy,Crime,,,,
2612,The Lone Ranger,57201,89289910.0,5.9,2361.0,Action,Adventure,Western,,,,
2613,The Spectacular Now,157386,6854611.0,6.8,1074.0,Comedy,Drama,Romance,,,,
2614,The Conjuring,138843,318000141.0,7.4,3169.0,Horror,Thriller,,,,,
2615,Turbo,77950,282570682.0,6.1,1094.0,Animation,Family,,,,,
2616,The Wolverine,76170,415440673.0,6.3,4110.0,Action,Science Fiction,Adventure,Fantasy,,,
2617,2 Guns,136400,131940411.0,6.6,1611.0,Action,Comedy,Crime,,,,
2618,Blue Jasmine,160588,99206215.0,7.0,1126.0,Comedy,Drama,,,,,
2619,The Great Beauty,179144,8371085.0,7.3,745.0,Comedy,Drama,,,,,
2620,Percy Jackson: Sea of Monsters,76285,174578751.0,5.9,1685.0,Adventure,Family,Fantasy,,,,
2621,Alan Partridge: Alpha Papa,177699,9800000.0,6.5,184.0,Comedy,,,,,,
2622,Man of Tai Chi,76544,2054941.0,5.8,295.0,Action,Drama,,,,,
2623,We're the Millers,138832,269994119.0,6.8,3053.0,Comedy,Crime,,,,,
2624,Grown Ups 2,109418,246984278.0,5.8,1180.0,Comedy,,,,,,
2625,Kick-Ass 2,59859,60700000.0,6.3,2275.0,Action,Adventure,Crime,,,,
2626,Riddick,87421,98337295.0,6.2,2066.0,Science Fiction,Action,Thriller,,,,
2627,Planes,151960,219788712.0,5.7,568.0,Animation,Family,Adventure,Comedy,,,
2628,Paranoia,115348,13785015.0,5.6,358.0,Drama,Thriller,,,,,
2629,The Wind Rises,149870,117932401.0,7.7,720.0,Animation,,,,,,
2630,Jobs,115782,35931410.0,6.0,1183.0,Drama,History,,,,,
2631,The Mortal Instruments: City of Bones,123553,90565421.0,6.2,1649.0,Action,Adventure,Drama,Mystery,Romance,Fantasy,
2632,The Butler,132363,115922175.0,7.2,1134.0,Drama,,,,,,
2633,In a World...,157360,2963902.0,6.4,232.0,Comedy,,,,,,
2634,About Time,122906,87100449.0,7.8,2140.0,Comedy,Drama,Science Fiction,,,,
2635,The Frozen Ground,199373,5496951.0,6.1,473.0,Thriller,Crime,,,,,
2636,Adore,111190,318982.0,6.1,296.0,Drama,,,,,,
2637,Instructions Not Included,211954,99067206.0,7.5,210.0,Comedy,Drama,,,,,
2638,Gravity,49047,716392705.0,7.3,5879.0,Science Fiction,Thriller,Drama,,,,
2639,What If,212716,7847000.0,6.7,688.0,Drama,Comedy,Romance,,,,
2640,Prisoners,146233,122126687.0,7.9,3183.0,Drama,Thriller,Crime,,,,
2641,Out of the Furnace,164457,15400000.0,6.5,731.0,Thriller,Drama,Crime,,,,
2642,Austenland,156711,2159041.0,6.6,192.0,Comedy,Romance,,,,,
2643,Rush,96721,90247624.0,7.7,2310.0,Drama,Action,,,,,
2644,The Family,112205,36894225.0,6.1,1052.0,Crime,Comedy,Action,,,,
2645,Nebraska,129670,17654912.0,7.4,648.0,Drama,Adventure,,,,,
2646,Blue Is the Warmest Color,152584,10165694.0,7.2,1114.0,Romance,Drama,,,,,
2647,Parkland,209262,653651.0,5.8,128.0,History,Drama,Thriller,Mystery,,,
2648,Cloudy with a Chance of Meatballs 2,109451,248384621.0,6.4,936.0,Animation,Family,Comedy,,,,
2649,Captain Phillips,109424,95000000.0,7.6,2495.0,Action,Drama,Thriller,,,,
2650,Filth,85889,9114264.0,6.8,628.0,Crime,Drama,Comedy,,,,
2651,Escape Plan,107846,122915111.0,6.7,1688.0,Action,Thriller,,,,,
2652,Carrie,133805,82394288.0,5.8,1505.0,Drama,Horror,,,,,
2653,The Fifth Estate,162903,8555008.0,5.7,368.0,Drama,Thriller,,,,,
2654,12 Years a Slave,76203,187000000.0,7.9,3787.0,Drama,History,,,,,
2655,All Is Lost,152747,6108720.0,6.6,679.0,Action,Adventure,Drama,,,,
2656,Ender's Game,80274,125537191.0,6.6,2354.0,Science Fiction,Action,Adventure,,,,
2657,Bad Grandpa,208134,151831537.0,6.0,688.0,Comedy,,,,,,
2658,Thor: The Dark World,76338,644571402.0,6.8,4873.0,Action,Adventure,Fantasy,,,,
2659,Dallas Buyers Club,152532,55198285.0,7.9,2973.0,Drama,History,,,,,
2660,Free Birds,175574,110000000.0,5.7,259.0,Animation,Comedy,Family,,,,
2661,Last Vegas,137093,134402450.0,6.4,813.0,Comedy,,,,,,
2662,Philomena,205220,100129872.0,7.4,588.0,Drama,,,,,,
2663,The Best Man Holiday,146304,71625195.0,6.7,110.0,Comedy,,,,,,
2664,Ida,209274,15298355.0,7.1,262.0,Drama,,,,,,
2665,The Hunger Games: Catching Fire,101299,847423452.0,7.4,6656.0,Adventure,Action,Science Fiction,,,,
2666,The Hobbit: The Desolation of Smaug,57158,958400000.0,7.6,4633.0,Adventure,Fantasy,,,,,
2667,47 Ronin,64686,150962475.0,5.9,1357.0,Drama,Action,Adventure,Fantasy,,,
2668,Delivery Man,146239,51164106.0,6.2,561.0,Comedy,,,,,,
2669,Twice Born,121642,18295.0,6.9,142.0,Drama,Romance,War,,,,
2670,Frozen,109445,1274219009.0,7.3,5440.0,Animation,Adventure,Family,,,,
2671,Inside Llewyn Davis,86829,32935319.0,7.2,845.0,Drama,Music,,,,,
2672,The Wolf of Wall Street,106646,392000694.0,7.9,6768.0,Crime,Drama,Comedy,,,,
2673,Homefront,204082,43058898.0,6.4,898.0,Action,Thriller,,,,,
2674,Mandela: Long Walk to Freedom,192136,27330000.0,6.5,225.0,Drama,History,,,,,
2675,August: Osage County,152737,74188937.0,6.9,497.0,Comedy,Drama,,,,,
2676,American Hustle,168672,251171807.0,6.8,2868.0,Drama,Crime,,,,,
2677,The Secret Life of Walter Mitty,116745,188133322.0,7.0,3213.0,Adventure,Comedy,Drama,Fantasy,,,
2678,Her,152601,47351251.0,7.9,4215.0,Romance,Science Fiction,Drama,,,,
2679,Lone Survivor,193756,149295601.0,7.4,1549.0,Action,Drama,Thriller,War,,,
2680,Saving Mr. Banks,140823,112544580.0,7.3,1256.0,Comedy,Drama,History,,,,
2681,Oldboy,87516,4861022.0,5.9,632.0,Drama,Thriller,Mystery,Action,,,
2682,Anchorman 2: The Legend Continues,109443,173649015.0,6.0,940.0,Comedy,,,,,,
2683,Snowpiercer,110415,86758912.0,6.7,2910.0,Action,Science Fiction,Drama,,,,
2684,The Physician,169881,57284237.0,7.2,365.0,Adventure,Drama,History,,,,
2685,Grudge Match,64807,44907260.0,6.0,437.0,Comedy,,,,,,
2686,The Lunchbox,191714,4235151.0,7.3,226.0,Drama,Romance,,,,,
2687,Yves Saint Laurent,245775,21026290.0,6.4,270.0,Drama,,,,,,
2688,Underdogs,153158,24000000.0,6.0,127.0,Animation,Adventure,Romance,,,,
2689,The Railway Man,127560,22309223.0,6.7,277.0,Drama,History,,,,,
2690,Ride Along,168530,153997819.0,6.1,867.0,Action,Comedy,,,,,
2691,Jack Ryan: Shadow Recruit,137094,50549107.0,5.9,1194.0,Action,Drama,Thriller,,,,
2692,Divergent,157350,288747895.0,6.9,4784.0,Adventure,Action,Science Fiction,,,,
2693,Justice League: War,217993,5155325.0,7.0,234.0,Animation,,,,,,
2694,Ernest & Celestine,126319,8109160.0,7.6,148.0,Animation,Comedy,Drama,Family,,,
2695,Labor Day,130150,20275812.0,6.7,306.0,Drama,,,,,,
2696,The Young and Prodigious T.S. Spivet,157841,9494789.0,6.7,234.0,Adventure,Drama,Family,,,,
2697,The Monuments Men,152760,154984035.0,5.8,1545.0,War,Drama,History,Action,,,
2698,The Lego Movie,137106,469160692.0,7.5,3127.0,Adventure,Animation,Comedy,Family,Fantasy,,
2699,RoboCop,97020,242688965.0,5.7,2385.0,Action,Science Fiction,,,,,
2700,The Zero Theorem,157834,770706.0,5.9,383.0,Drama,Fantasy,Science Fiction,,,,
2701,Endless Love,226857,34077920.0,6.7,555.0,Drama,Romance,,,,,
2702,Winter's Tale,137321,30800231.0,6.0,501.0,Drama,Fantasy,Mystery,Romance,,,
2703,Joe,157847,2365467.0,6.5,346.0,Drama,,,,,,
2704,About Last Night,222899,49002684.0,6.0,217.0,Comedy,Romance,,,,,
2705,The Grand Budapest Hotel,120467,174600318.0,8.0,4644.0,Comedy,Drama,,,,,
2706,That Awkward Moment,225565,26049082.0,6.1,1020.0,Comedy,Romance,,,,,
2707,Interstellar,157336,675120017.0,8.1,11187.0,Adventure,Drama,Science Fiction,,,,
2708,3 Days to Kill,192102,52597999.0,6.0,896.0,Action,Drama,Thriller,Crime,,,
2709,Non-Stop,225574,222809600.0,6.8,2302.0,Action,Thriller,Mystery,,,,
2710,300: Rise of an Empire,53182,337580051.0,6.1,2438.0,Action,War,,,,,
2711,Mr. Peabody & Sherman,82703,272912430.0,6.7,861.0,Animation,Adventure,Family,,,,
2712,Under the Skin,97370,5380251.0,6.0,1118.0,Thriller,Science Fiction,Drama,,,,
2713,Need for Speed,136797,203277636.0,6.1,1560.0,Action,Crime,Drama,Thriller,,,
2714,Barefoot,242042,15071.0,6.3,210.0,Comedy,Drama,Romance,,,,
2715,Veronica Mars,177494,3485127.0,6.5,482.0,Comedy,Drama,Crime,,,,
2716,Bad Words,209403,7800000.0,6.4,335.0,Comedy,,,,,,
2717,Space Pirate Captain Harlock,192577,17137302.0,6.4,365.0,Animation,Science Fiction,,,,,
2718,Captain America: The Winter Soldier,100402,714766572.0,7.6,5881.0,Action,Adventure,Science Fiction,,,,
2719,13 Sins,155084,13809.0,6.2,355.0,Horror,Thriller,,,,,
2720,Muppets Most Wanted,145220,80383290.0,6.2,318.0,Comedy,Adventure,Crime,Family,,,
2721,Blood Ties,190955,2415472.0,6.0,175.0,Thriller,Crime,Drama,,,,
2722,Draft Day,200505,28831145.0,6.5,309.0,Drama,,,,,,
2723,The Raid 2,180299,2627209.0,7.6,832.0,Action,Crime,Thriller,,,,
2724,The Amazing Spider-Man 2,102382,705717432.0,6.5,4274.0,Action,Adventure,Fantasy,,,,
2725,Oculus,157547,44030246.0,6.3,1079.0,Horror,,,,,,
2726,God's Not Dead,249660,29789000.0,5.9,242.0,Drama,,,,,,
2727,Beauty and the Beast,197796,49100000.0,5.8,669.0,Fantasy,Romance,,,,,
2728,Rio 2,172385,500188435.0,6.3,997.0,Animation,Adventure,Comedy,Family,,,
2729,Transcendence,157353,103039258.0,5.9,2339.0,Thriller,Science Fiction,Drama,Mystery,,,
2730,Heaven is for Real,236751,101332962.0,6.1,234.0,Drama,,,,,,
2731,The Other Woman,193610,196781193.0,6.2,1467.0,Comedy,Romance,,,,,
2732,Brick Mansions,254473,68896829.0,5.7,628.0,Action,Crime,Drama,,,,
2733,Locke,210479,4635300.0,6.9,780.0,Drama,Thriller,,,,,
2734,Neighbors,195589,268157400.0,6.2,2773.0,Comedy,,,,,,
2735,Belle,205601,16505460.0,7.2,230.0,Drama,,,,,,
2736,The Immigrant,152599,5867686.0,6.2,256.0,Drama,Romance,,,,,
2737,Lucy,240832,126546825.0,6.3,6048.0,Action,Science Fiction,,,,,
2738,X-Men: Days of Future Past,127585,747862775.0,7.5,6155.0,Action,Adventure,Fantasy,Science Fiction,,,
2739,Godzilla,124905,529076069.0,6.1,3232.0,Action,Science Fiction,Thriller,,,,
2740,Walk of Shame,187596,59209.0,5.8,561.0,Comedy,,,,,,
2741,Chef,212778,45967935.0,7.2,1203.0,Comedy,,,,,,
2742,Afflicted,210947,121179.0,6.4,210.0,Horror,Thriller,,,,,
2743,Blended,232672,123494610.0,6.6,1028.0,Comedy,,,,,,
2744,Begin Again,198277,63464861.0,7.3,1285.0,Comedy,Music,Romance,Drama,,,
2745,Maleficent,102651,758539785.0,7.0,4607.0,Fantasy,Adventure,Action,Family,Romance,,
2746,Edge of Tomorrow,137113,370541256.0,7.6,4979.0,Action,Science Fiction,,,,,
2747,Mission: Impossible - Rogue Nation,177677,682330139.0,7.1,3274.0,Action,Adventure,Thriller,,,,
2748,Million Dollar Arm,198185,38307627.0,6.6,264.0,Drama,,,,,,
2749,The Fault in Our Stars,222935,307166834.0,7.6,3868.0,Romance,Drama,,,,,
2750,The Grand Seduction,209185,3430018.0,6.7,109.0,Comedy,,,,,,
2751,Minuscule: Valley of the Lost Ants,140870,30000000.0,6.6,128.0,Animation,Adventure,Family,,,,
